"Bus,""No"",""Time"",""State"",""ID (hex)"",""DLC"",""Data (hex)"",""ASCII"""
"USB-to-CAN V2 compact  CAN-1,""1 019"",""15:35:57.940"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 020"",""15:35:57.945"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 021"",""15:35:57.948"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 022"",""15:35:57.950"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 023"",""15:35:57.951"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 024"",""15:35:57.951"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 025"",""15:35:57.952"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 026"",""15:35:57.955"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 027"",""15:35:57.956"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 028"",""15:35:57.960"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 029"",""15:35:57.968"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 030"",""15:35:57.972"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 031"",""15:35:57.976"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 032"",""15:35:57.978"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 033"",""15:35:57.979"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 034"",""15:35:57.988"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 035"",""15:35:57.990"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 036"",""15:35:57.992"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 037"",""15:35:57.995"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 038"",""15:35:57.996"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 039"",""15:35:58.000"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 040"",""15:35:58.005"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 041"",""15:35:58.006"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 042"",""15:35:58.006"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 043"",""15:35:58.008"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 044"",""15:35:58.010"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 045"",""15:35:58.012"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 046"",""15:35:58.015"",""  E   "",""18FEF700"",""8"",""FF FF FF FF 14 02 12 02"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 047"",""15:35:58.016"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 048"",""15:35:58.028"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 049"",""15:35:58.032"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 050"",""15:35:58.033"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 051"",""15:35:58.036"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 052"",""15:35:58.040"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 053"",""15:35:58.045"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 054"",""15:35:58.048"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 055"",""15:35:58.050"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 056"",""15:35:58.052"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 13 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 057"",""15:35:58.055"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 058"",""15:35:58.056"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 059"",""15:35:58.059"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 060"",""15:35:58.060"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 062"",""15:35:58.068"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 063"",""15:35:58.072"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 13 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 064"",""15:35:58.076"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 065"",""15:35:58.086"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 066"",""15:35:58.087"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 067"",""15:35:58.088"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 068"",""15:35:58.090"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 069"",""15:35:58.092"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 13 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 070"",""15:35:58.095"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 071"",""15:35:58.096"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 072"",""15:35:58.100"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 073"",""15:35:58.105"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 074"",""15:35:58.108"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 075"",""15:35:58.110"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 076"",""15:35:58.112"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 13 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 077"",""15:35:58.115"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 078"",""15:35:58.115"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 079"",""15:35:58.116"",""  E   "",""18FEE500"",""8"",""A0 01 00 00 08 05 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 080"",""15:35:58.116"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 081"",""15:35:58.120"",""  E   "",""18FEEF00"",""8"",""02 FF FF 00 FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 082"",""15:35:58.128"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 083"",""15:35:58.132"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 084"",""15:35:58.136"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 085"",""15:35:58.140"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 086"",""15:35:58.141"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 087"",""15:35:58.142"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 088"",""15:35:58.145"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 089"",""15:35:58.148"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 090"",""15:35:58.150"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 091"",""15:35:58.152"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 092"",""15:35:58.155"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 093"",""15:35:58.156"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 094"",""15:35:58.160"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 095"",""15:35:58.165"",""  E   "",""18FEE400"",""8"",""FF FF FF FD FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 096"",""15:35:58.168"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 097"",""15:35:58.169"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 098"",""15:35:58.170"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 099"",""15:35:58.172"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 100"",""15:35:58.176"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 101"",""15:35:58.188"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 102"",""15:35:58.190"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 103"",""15:35:58.192"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 104"",""15:35:58.195"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 105"",""15:35:58.196"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 106"",""15:35:58.196"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 107"",""15:35:58.197"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 108"",""15:35:58.200"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 109"",""15:35:58.205"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 110"",""15:35:58.208"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 111"",""15:35:58.210"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 112"",""15:35:58.212"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 113"",""15:35:58.215"",""  E   "",""18FD0700"",""8"",""03 03 3F FF FF FF FF FF"",""..?....."""
"USB-to-CAN V2 compact  CAN-1,""1 114"",""15:35:58.216"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 115"",""15:35:58.223"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 116"",""15:35:58.223"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 117"",""15:35:58.228"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 118"",""15:35:58.232"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 119"",""15:35:58.236"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 120"",""15:35:58.240"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 121"",""15:35:58.245"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 122"",""15:35:58.248"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 123"",""15:35:58.250"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 124"",""15:35:58.251"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 125"",""15:35:58.251"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 126"",""15:35:58.252"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 127"",""15:35:58.255"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 128"",""15:35:58.256"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 129"",""15:35:58.260"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 130"",""15:35:58.265"",""  E   "",""18FECA03"",""8"",""00 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 131"",""15:35:58.268"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 132"",""15:35:58.272"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 133"",""15:35:58.276"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 134"",""15:35:58.278"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 135"",""15:35:58.279"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 136"",""15:35:58.288"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 137"",""15:35:58.290"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 138"",""15:35:58.292"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 139"",""15:35:58.295"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 140"",""15:35:58.296"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 141"",""15:35:58.300"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 142"",""15:35:58.305"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 143"",""15:35:58.306"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 144"",""15:35:58.306"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 145"",""15:35:58.308"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 146"",""15:35:58.310"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 147"",""15:35:58.312"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 148"",""15:35:58.315"",""  E   "",""18FEE900"",""8"",""00 00 00 00 11 01 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 149"",""15:35:58.316"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 150"",""15:35:58.328"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 151"",""15:35:58.332"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 152"",""15:35:58.332"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 153"",""15:35:58.333"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 154"",""15:35:58.336"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 155"",""15:35:58.340"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 156"",""15:35:58.345"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 157"",""15:35:58.348"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 158"",""15:35:58.350"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 159"",""15:35:58.352"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 160"",""15:35:58.355"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 161"",""15:35:58.356"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 162"",""15:35:58.358"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 163"",""15:35:58.359"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 164"",""15:35:58.360"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 165"",""15:35:58.368"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 166"",""15:35:58.370"",""  E   "",""18FEEE00"",""8"",""79 49 FF FF FF FF FF FF"",""yI......"""
"USB-to-CAN V2 compact  CAN-1,""1 167"",""15:35:58.372"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 168"",""15:35:58.376"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 169"",""15:35:58.387"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 170"",""15:35:58.387"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 171"",""15:35:58.388"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 172"",""15:35:58.390"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 173"",""15:35:58.392"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 174"",""15:35:58.395"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 175"",""15:35:58.396"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 176"",""15:35:58.400"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 177"",""15:35:58.405"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 178"",""15:35:58.408"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 179"",""15:35:58.410"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 180"",""15:35:58.412"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 181"",""15:35:58.415"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 182"",""15:35:58.415"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 183"",""15:35:58.416"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 184"",""15:35:58.428"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 185"",""15:35:58.432"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 186"",""15:35:58.436"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 187"",""15:35:58.440"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 188"",""15:35:58.442"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 189"",""15:35:58.443"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 190"",""15:35:58.445"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 191"",""15:35:58.448"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 192"",""15:35:58.450"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
